ID,Rank,Title,Episodes,Producers,Type,PremieredYear,ENDYear,Rating,Score,VoiceActors,,
98,150,Omoide no Marnie (When Marnie Was There),1,"['Studio Ghibli', 'Dentsu', 'Toho Company', 'Walt Disney Studios', 'GKids', 'Nippon Television Network Corporation']",Movie,2014,2014,G,8.41,"['Arimura Kasumi', 'Takatsuki Sara', 'Yasuda Ken', 'Kuroki Hitomi']",,
99,152,Gin no Saji 2nd Season (Silver Spoon 2nd Season),11,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'Aniplex of America']",TV,2014,2014,PG-13,8.4,"['Kimura Ryouhei', 'Miyake Marie', 'Sakurai Tooru', 'Takagaki Ayahi']",,
100,156,Nagi no Asukara (Nagi-Asu: A Lull in the Sea),26,"['Geneon Universal Entertainment', 'P.A. Works', 'Rondo Robe', 'NIS America', 'Inc.']",TV,2013,2014,PG-13,8.4,"['Komatsu Mikako', 'Kayano Ai', 'Hanazawa Kana', 'Han Megumi', 'Hanae Natsuki']",,
101,157,Planetes,26,"['Sunrise', 'Bandai Visual', 'NHK', 'Bandai Entertainment']",TV,2003,2004,PG-13,8.4,"['Tanaka Kazunari', 'Yukino Satsuki', 'Orikasa Ai', 'Koyasu Takehito']",,
102,158,Clannad,23,"['Kyoto Animation', 'Pony Canyon', 'TBS', 'Movic', 'Sentai Filmworks', 'Animation Do']",TV,2007,2008,PG-13,8.4,"['Nakamura Yuuichi', 'Ooura Fuyuka', 'Nakahara Mai', 'Kuwashima Houko', 'Hirohashi Ryou']",,
103,161,Love Live! The School Idol Movie,1,"['Sunrise', 'Lantis']",Movie,2015,2015,PG-13,8.39,"['Pile', 'Tokui Sora', 'Kusuda Aina', 'Uchida Aya']",,
104,163,Major S4,26,"['NHK', 'SynergySP']",TV,2008,2008,PG-13,8.39,"['Morikubo Showtaro', 'Kumai Motoko', 'Ishii Kouji', 'Enomoto Atsuko', 'Morita Masakazu']",,
105,164,Ookami to Koushinryou (Spice and Wolf),13,"['Imagin', 'FUNimation Entertainment', 'Victor Entertainment', 'Pony Canyon', 'Movic', 'Kadokawa Pictures USA', 'Kadokawa Pictures Japan']",TV,2008,2008,PG-13,8.39,"['Koshimizu Ami', 'Fukuyama Jun', 'Nakahara Mai', 'Nazuka Kaori']",,
106,166,Sekaiichi Hatsukoi 2,12,"['Studio Deen', 'Right Stuf']",TV,2011,2011,PG-13,8.38,"['Konishi Katsuyuki', 'Kondou Takashi', 'Okamoto Nobuhiko', 'Maeno Tomoaki']",,
107,167,SKET Dance,77,"['TV Tokyo', 'Avex Entertainment', 'Dentsu', 'Tatsunoko Productions']",TV,2011,2012,PG-13,8.38,"['Yoshino Hiroyuki', 'Sugita Tomokazu', 'Kanada Aki', 'Shiraishi Ryoko', 'Sugita Tomokazu']",,
108,168,Tenkuu no Shiro Laputa (Castle in the Sky),1,"['Studio Ghibli', 'Tokuma Shoten', 'Walt Disney Studios', 'GKids']",Movie,1986,1986,PG,8.38,"['Tanaka Mayumi', 'Yokozawa Keiko', 'Hatsui Kotoe', 'Terada Minori']",,
109,169,Ashita no Joe 2 (Rocky Joe 2),47,"['Tokyo Movie Shinsha', 'Annapuru']",TV,1980,1981,PG-13,8.37,"['Aoi Teruhiko', 'Fujioka Juukei', 'Tanaka Emi', 'Nakao Ryuusei']",,
110,170,Bakuman.,25,"['J.C.Staff', 'NHK', 'Media Blasters', 'NHK Enterprises', 'NYAV Post']",TV,2010,2011,PG-13,8.37,"['Abe Atsushi', 'Hino Satoshi', 'Okamoto Nobuhiko', 'Morita Masakazu']",,
111,171,Chihayafuru,25,"['Madhouse', 'VAP', 'Nippon Television Network Corporation']",TV,2011,2012,PG-13,8.37,"['Seto Asami', 'Miyano Mamoru', 'Takagaki Ayahi', 'Terasaki Yuka', 'Hosoya Yoshimasa', 'Nakamichi Mihoko']",,
112,173,K-On! Movie (K-ON! The Movie),1,"['Kyoto Animation', 'Pony Canyon', 'Sentai Filmworks', 'Animation Do']",Movie,2011,2011,PG-13,8.37,"['Hikasa Yoko', 'Toyosaki Aki', 'Taketatsu Ayana', 'Kotobuki Minako']",,
113,174,Summer Wars,1,"['Madhouse', 'VAP', 'Yomiuri Telecasting Corporation', 'FUNimation Entertainment', 'Kadokawa Shoten', 'Warner Bros.', 'GKids', 'Nippon Television Network Corporation']",Movie,2009,2009,PG-13,8.37,"['Tanimura Mitsuki', 'Kamiki Ryunosuke', 'Fuji Sumiko', 'Sakuraba Nanami']",,
114,175,Danshi Koukousei no Nichijou (Daily Lives of High School Boys),12,"['Sunrise', 'TV Tokyo', 'Square Enix', 'NIS America', 'Inc.', 'Trinity Sound']",TV,2012,2012,PG-13,8.36,"['Sugita Tomokazu', 'Sanpei Yuuko', 'Suzumura Kenichi', 'Park Romi', 'Irino Miyu', 'Hikasa Yoko']",,
115,176,Fullmetal Alchemist,51,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'FUNimation Entertainment', 'Mainichi Broadcasting']",TV,2003,2004,PG-13,8.36,"['Park Romi', 'Kugimiya Rie', 'Ookawa Tooru', 'Fujiwara Keiji']",,
116,179,Kotonoha no Niwa (The Garden of Words),1,"['CoMix Wave Films', 'Sentai Filmworks', 'TOHO animation']",Movie,2013,2013,PG-13,8.36,"['Hanazawa Kana', 'Irino Miyu', 'Terasaki Yuka', 'Hoshino Takanori']",,
117,180,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,13,"['Feel', 'TBS', 'Sentai Filmworks', 'Marvelous AQL', 'NBCUniversal Entertainment']",TV,2015,2015,PG-13,8.36,"['Eguchi Takuya', 'Hayami Saori', 'Touyama Nao', 'Sakura Ayane']",,
118,181,Eve no Jikan (Movie) (Time of Eve),1,"['Studio Rikka', 'Directions', 'Code']",Movie,2010,2010,PG-13,8.35,"['Tanaka Rie', 'Satou Rina', 'Fukuyama Jun', 'Nojima Kenji']",,
119,182,Gekkan Shoujo Nozaki-kun (Monthly Girls&#039; Nozaki-kun),12,"['TV Tokyo', 'Frontier Works', 'Doga Kobo', 'Media Factory', 'AT-X', 'Sentai Filmworks', 'Sony Music Communications']",TV,2014,2014,PG-13,8.35,"['Okamoto Nobuhiko', 'Ozawa Ari', 'Sawashiro Miyuki', 'Nakamura Yuuichi']",,
120,184,Redline,1,"['Madhouse', 'Anchor Bay Films']",Movie,2009,2009,R+,8.35,"['Kimura Takuya', 'Aoi Yuu', 'Tsuda Kanji', 'Morishita Yoshiyuki']",,
121,185,Sennen Joyuu (Millennium Actress),1,"['Madhouse', 'Bandai Visual', 'Genco', 'Kadokawa Shoten']",Movie,2001,2001,PG-13,8.35,"['Orikasa Fumiko', 'Koyama Mami', 'Iizuka Shouzou', 'Onosaka Masaya', 'Yamadera Kouichi']",,
122,186,xxxHOLiC Kei,13,"['Production I.G', 'Hal Film Maker', 'TBS']",TV,2008,2008,PG-13,8.35,"['Ohara Sayaka', 'Fukuyama Jun', 'Nakai Kazuya', 'Itou Shizuka']",,
123,187,Aria The Natural,26,"['Hal Film Maker', 'Right Stuf']",TV,2006,2006,G,8.34,"['Hazuki Erino', 'Hirohashi Ryou', 'Ohara Sayaka', 'Saito Chiwa']",,
124,188,Berserk,25,"['Oriental Light and Magic', 'VAP', 'Hakusensha', 'Media Blasters', 'NYAV Post', 'Nippon Television Network Corporation']",TV,1997,1998,R+,8.34,"['Canna Nobutoshi', 'Fukushima Orine', 'Morikawa Toshiyuki', 'Takayama Minami', 'Miyamura Yuko', 'Ishida Akira']",,
125,191,Fairy Tail,175,"['TV Tokyo', 'Satelight', 'Dentsu', 'A-1 Pictures', 'FUNimation Entertainment', 'Pony Canyon', 'Kodansha', 'DAX Production', 'Sakura Create']",TV,2009,2013,PG-13,8.34,"['Kakihara Tetsuya', 'Mako', 'Ohara Sayaka', 'Kitamura Eri', 'Nakamura Yuuichi', 'Hirano Aya']",,
126,192,Ghost in the Shell,1,"['Production I.G', 'Production Reed']",Movie,1995,1995,R+,8.34,"['Sakamoto Maaya', 'Tanaka Atsuko', 'Ootsuka Akio', 'Yamadera Kouichi', 'Kayumi Iemasa']",,
127,193,Mimi wo Sumaseba (Whisper of the Heart),1,"['Studio Ghibli', 'Tokuma Shoten', 'Walt Disney Studios', 'GKids']",Movie,1995,1995,G,8.34,"['Honna Youko', 'Takahashi Issei']",,
128,195,Skip Beat!,25,"['Hal Film Maker', 'TV Tokyo Music']",TV,2008,2009,PG-13,8.34,"['Inoue Marina', 'Konishi Katsuyuki', 'Miyano Mamoru', 'Kawanago Masahito']",,
129,196,Tokyo Godfathers,1,"['Madhouse', 'Sony Pictures Entertainment', 'Dentsu', 'Genco']",Movie,2003,2003,PG-13,8.34,"['Umegaki Yoshiaki', 'Emori Toru', 'Okamoto Aya', 'Noto Mamiko']",,
130,197,Tsumiki no Ie (La Maison en Petits Cubes),1,"['Oh! Production', 'Robot']",Movie,2008,2008,G,8.34,[],,
131,198,Baccano! Specials,3,"['Aniplex', 'FUNimation Entertainment', 'Brains Base', 'Aniplex of America']",Special,2008,2008,R,8.33,"['Morita Masakazu', 'Fujiwara Keiji', 'Sakaguchi Daisuke', 'Sugita Tomokazu']",,
132,199,Non Non Biyori Repeat,12,"['TV Tokyo', 'Lantis', 'Silver Link', 'Sentai Filmworks']",TV,2015,2015,PG-13,8.33,"['Koiwai Kotori', 'Asumi Kana', 'Murakawa Rie', 'Sakura Ayane']",,
133,200,Trigun,26,"['Madhouse', 'Geneon Universal Entertainment', 'FUNimation Entertainment']",TV,1998,1998,PG-13,8.33,"['Onosaka Masaya', 'Miyata Kouki', 'Hayami Show', 'Yukino Satsuki', 'Tsuru Hiromi']",,
134,201,Dragon Ball Z,291,"['Toei Animation', 'FUNimation Entertainment', 'Fuji TV']",TV,1989,1996,PG-13,8.32,"['Nozawa Masako', 'Horikawa Ryo', 'Nozawa Masako', 'Furukawa Toshio']",,
135,202,Eve no Jikan (Time of Eve),6,"['Studio Rikka', 'Directions', 'Code', 'Trick Block']",ONA,2008,2009,PG-13,8.32,"['Tanaka Rie', 'Satou Rina', 'Fukuyama Jun', 'Nojima Kenji']",,
136,203,Gankutsuou (Gankutsuou: The Count of Monte Cristo),24,"['Gonzo', 'Geneon Universal Entertainment', 'GDH', 'TV Asahi', 'FUNimation Entertainment', 'Media Factory']",TV,2004,2005,R,8.31,"['Nakata Jouji', 'Hirakawa Daisuke', 'Fukuyama Jun', 'Yajima Akiko']",,
137,204,Junjou Romantica 2,12,"['Studio Deen', 'Frontier Works', 'Right Stuf', 'Memory-Tech']",TV,2008,2008,PG-13,8.32,"['Hanada Hikaru', 'Sakurai Takahiro', 'Itou Kentarou', 'Canna Nobutoshi']",,
138,205,Neon Genesis Evangelion,26,"['Gainax', 'TV Tokyo', 'ADV Films', 'Kadokawa Shoten', 'NAS']",TV,1995,1996,R,8.32,"['Miyamura Yuko', 'Hayashibara Megumi', 'Ogata Megumi', 'Mitsuishi Kotono']",,
139,208,Detroit Metal City (Detroit Metal City: The Animated Series),12,"['Studio 4°C', 'Sentai Filmworks', 'Sony Music Entertainment']",OVA,2008,2008,R,8.31,"['Ueda Yuji', 'Kishio Daisuke', 'Kobayashi Ai', 'Ise Mariya', 'Yasumura Makoto']",,
140,210,Kaiba,12,"['Madhouse', 'VAP', 'WOWOW']",TV,2008,2008,R+,8.31,"['Kuwashima Houko', 'Noto Mamiko', 'Park Romi', 'Saito Chiwa']",,
141,211,Kaichou wa Maid-sama! (Maid-Sama!),26,"['J.C.Staff', 'Geneon Universal Entertainment', 'TBS', 'Hakusensha', 'Half H.P Studio', 'Sentai Filmworks']",TV,2010,2010,PG-13,8.31,"['Okamoto Nobuhiko', 'Fujimura Ayumi', 'Morohoshi Sumire', 'Kobayashi Yuu', 'Abe Atsushi', 'Igarashi Hiromi']",,
142,212,Nodame Cantabile Paris Hen,11,"['J.C.Staff', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment']",TV,2008,2008,PG-13,8.31,"['Kawasumi Ayako', 'Seki Tomokazu', 'Ogawa Shinji', 'Matsukaze Masaya']",,
143,213,Zankyou no Terror (Terror in Resonance),11,"['Aniplex', 'Dentsu', 'FUNimation Entertainment', 'Fuji TV', 'MAPPA', 'Tohokushinsha Film Corporation']",TV,2014,2014,R,8.31,"['Saito Soma', 'Ishikawa Kaito', 'Tanezaki Atsumi', 'Sakuya Shunsuke']",,
144,217,xxxHOLiC Rou,2,"['Production I.G', 'Kodansha']",OVA,2010,2011,PG-13,8.3,"['Ohara Sayaka', 'Fukuyama Jun', 'Nakai Kazuya', 'Hidaka Rina']",,
145,218,Akatsuki no Yona (Yona of the Dawn),24,"['Studio Pierrot', 'FUNimation Entertainment', 'Hakusensha', 'AT-X', 'Marvelous AQL', 'Tokyo MX']",TV,2014,2015,PG-13,8.29,"['Saito Chiwa', 'Takagaki Ayahi', 'Maeno Tomoaki', 'Kobayashi Sanae', 'Okamoto Nobuhiko', 'Suwabe Junichi']",,
146,222,Tsukimonogatari,4,"['Aniplex', 'Shaft']",TV,2014,2014,R,8.29,"['Kamiya Hiroshi', 'Hayami Saori', 'Saito Chiwa', 'Sakamoto Maaya']",,
147,223,Baby Steps 2nd Season,25,"['Studio Pierrot', 'NHK', 'NHK Enterprises']",TV,2015,2015,PG-13,8.28,"['Murata Taishi', 'Kotobuki Minako', 'Namikawa Daisuke', 'Shimono Hiro']",,
148,225,Diamond no Ace (Ace of Diamond),75,"['Production I.G', 'Madhouse', 'TV Tokyo', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']",TV,2013,2015,PG-13,8.28,"['Sakurai Takahiro', 'Osaka Ryota', 'Hanae Natsuki', 'Shimazaki Nobunaga']",,
149,226,Initial D Final Stage,4,"['Avex Entertainment', 'SynergySP']",TV,2014,2014,PG-13,8.28,"['Miki Shinichiro', 'Koyasu Takehito', 'Seki Tomokazu', 'Abe Atsushi']",,
150,227,Kaze Tachinu (The Wind Rises),1,['Studio Ghibli'],Movie,2013,2013,PG-13,8.28,"['Anno Hideaki', 'Kaburagi Kaichi', 'Iino Mayu', 'Takimoto Miori', 'Nishijima Hidetoshi', 'Nomura Mansai']",,
151,228,Kill la Kill,24,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'Ultra Super Pictures', 'Trigger', 'Lucent Pictures Entertainment']",TV,2013,2014,R,8.28,"['Koshimizu Ami', 'Yuzuki Ryouka', 'Suzaki Aya', 'Seki Toshihiko']",,
152,230,Shijou Saikyou no Deshi Kenichi (KenIchi: The Mightiest Disciple),50,"['TV Tokyo', 'Tokyo Movie Shinsha', 'TMS Entertainment', 'FUNimation Entertainment']",TV,2006,2007,PG-13,8.28,"['Seki Tomokazu', 'Kawakami Tomoko', 'Ishimaru Hiroya', 'Noto Mamiko']",,
153,231,Yuusha-Ou GaoGaiGar Final (GaoGaiGar Final),8,['Sunrise'],OVA,2000,2003,PG-13,8.28,"['Hiyama Nobuyuki', 'Itou Maiko', 'Kakazu Yumi', 'Madono Mitsuaki']",,
154,232,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,1,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']",Movie,2013,2013,PG-13,8.27,"['Kayano Ai', 'Irino Miyu', 'Tamura Mutsumi', 'Tomatsu Haruka', 'Toyosaki Aki', 'Kondou Takayuki']",,
155,234,Lovely★Complex (Lovely Complex),24,"['Toei Animation', 'TBS', 'TAP', 'Discotek', 'Sony Music Entertainment']",TV,2007,2007,PG-13,8.27,"['Okamura Akemi', 'Nagata Akira', 'Higashi Saori', 'Shimowada Hiroki', 'Kamakari Kenta']",,
156,235,Mobile Suit Gundam 00,25,"['Sunrise', 'Sotsu Agency', 'Asatsu DK', 'Mainichi Broadcasting', 'Bandai Entertainment', 'Sony Music Entertainment']",TV,2007,2008,R,8.27,"['Miyano Mamoru', 'Nishigaki Yuka', 'Miki Shinichiro', 'Kamiya Hiroshi', 'Yoshino Hiroyuki', 'Jou Masako']",,
157,236,Noragami Aragoto,Unknown,"['Bones', 'FUNimation Entertainment', 'Ai Addiction', 'Avex Pictures']",TV,2015 to ?,2015 to ?,PG-13,8.27,"['Kamiya Hiroshi', 'Kaji Yuuki', 'Uchida Maaya', 'Sawashiro Miyuki']",,
158,238,Detective Conan (Case Closed),Unknown,"['TMS Entertainment', 'Yomiuri Telecasting Corporation', 'FUNimation Entertainment', 'Animax', 'YTV', 'TMS-Kyokuchi']",TV,1996 to ?,1996 to ?,PG-13,8.26,"['Takayama Minami', 'Yamaguchi Kappei', 'Hayashibara Megumi', 'Yamazaki Wakana', 'Koyama Rikiya', 'Kamiya Akira']",,
159,240,Full Metal Panic? Fumoffu,12,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment']",TV,2003,2003,PG-13,8.26,"['Seki Tomokazu', 'Yukino Satsuki', 'Yukana', 'Kaneda Tomoko']",,
160,242,Gosick,24,"['Bones', 'TV Tokyo', 'Kadokawa Shoten', 'The Klock Worx', 'Memory-Tech', 'NTT Docomo']",TV,2011,2011,R,8.26,"['Yuuki Aoi', 'Eguchi Takuya', 'Sawashiro Miyuki', 'Ookawa Tooru']",,
161,244,Kuragehime (Princess Jellyfish),11,"['FUNimation Entertainment', 'Brains Base', 'Fuji TV', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Sakura Create', 'Fuji Pacific Music Publishing']",TV,2010,2010,PG-13,8.26,"['Saiga Mitsuki', 'Hanazawa Kana', 'Okamura Akemi', 'Koyasu Takehito']",,
162,245,Maison Ikkoku,96,"['Studio Deen', 'Kitty Films']",TV,1986,1988,R+,8.26,"['Shimamoto Sumi', 'Watanabe Kumiko', 'Futamata Issei', 'Chiba Shigeru', 'Mita Yuko']",,
163,246,Majo no Takkyuubin (Kiki&#039;s Delivery Service),1,"['Studio Ghibli', 'Studio Hibari', 'Walt Disney Studios', 'GKids']",Movie,1989,1989,G,8.26,"['Takayama Minami', 'Sakuma Rei', 'Takayama Minami', 'Yamaguchi Kappei']",,
164,249,Sakasama no Patema (Patema Inverted),1,"['Studio Rikka', 'Directions', 'Asmik Ace Entertainment', 'Purple Cow Studio Japan', 'Good Smile Company']",Movie,2013,2013,PG-13,8.26,"['Fujii Yukiyo', 'Okamoto Nobuhiko', 'Hashi Takaya', 'Oohata Shintarou']",,
165,250,Seirei no Moribito (Moribito,26,"['Production I.G', 'Viz Media', 'Media Blasters', 'NHK Enterprises', 'Atelier Musa']",TV,2007,2007,PG-13,8.26,"['Shindo Naomi', 'Andou Mabuki', 'Adachi Naoto', 'Tsujitani Kouji', 'Mayama Ako']",,
166,252,Glass no Kamen (2005) (Glass Mask (2005)),51,"['MediaNet', 'Sentai Filmworks']",TV,2005,2006,G,8.25,"['Kobayashi Sanae', 'Morikawa Toshiyuki', 'Yajima Akiko', 'Fujita Toshiko']",,
167,253,Hajime no Ippo Special (Fighting Spirit Special),1,"['Madhouse', 'VAP', 'Geneon Universal Entertainment']",Special,2003,2003,PG-13,8.25,"['Koyama Rikiya', 'Utsumi Kenji', 'Kiyasu Kohei', 'Ishizuka Unshou']",,
168,254,Higurashi no Naku Koro ni (When They Cry),26,"['Geneon Universal Entertainment', 'Studio Deen', 'Frontier Works', 'Sotsu Agency', 'FUNimation Entertainment', 'DAX Production', 'Sentai Filmworks']",TV,2006,2006,R,8.25,"['Nakahara Mai', 'Tamura Yukari', 'Yukino Satsuki', 'Yukino Satsuki']",,
169,255,Initial D Fourth Stage,24,"['OB Planning', 'FUNimation Entertainment', 'A.C.G.T.', 'Studio Jack']",TV,2004,2006,PG-13,8.25,"['Miki Shinichiro', 'Koyasu Takehito', 'Seki Tomokazu', 'Ishizuka Unshou']",,
170,257,Kimi ni Todoke,25,"['Production I.G', 'VAP', 'NIS America', 'Inc.', 'Nippon Television Network Corporation']",TV,2009,2010,PG-13,8.25,"['Noto Mamiko', 'Namikawa Daisuke', 'Nakamura Yuuichi', 'Sanpei Yuuko']",,
171,258,Kingdom,38,"['Studio Pierrot', 'FUNimation Entertainment', 'NHK']",TV,2012,2013,R,8.25,"['Morita Masakazu', 'Hikasa Yoko', 'Fukuyama Jun', 'Kugimiya Rie']",,
172,260,Princess Tutu,38,"['Hal Film Maker', 'ADV Films', 'Memory-Tech', 'GANSIS', 'Marvelous AQL']",TV,2002,2003,PG-13,8.25,"['Katou Nanae', 'Sakurai Takahiro', 'Ootsuda Hiromi', 'Mizuki Nana', 'Yanagi Naoki']",,
173,263,Junjou Romantica 3 (Junjo Romantica 3),12,"['Studio Deen', 'FUNimation Entertainment', 'Lantis']",TV,2015,2015,PG-13,8.24,"['Hanada Hikaru', 'Sakurai Takahiro', 'Itou Kentarou', 'Canna Nobutoshi']",,
174,264,Kanon (2006) (Kanon),24,"['Kyoto Animation', 'ADV Films', 'FUNimation Entertainment']",TV,2006,2007,PG-13,8.24,"['Horie Yui', 'Tamura Yukari', 'Iizuka Mayumi', 'Sugita Tomokazu', 'Yasuda Miwa']",,
175,266,Mobile Suit Gundam 00 Second Season (Gundam 00),25,"['Sunrise', 'Mainichi Broadcasting', 'Bandai Entertainment']",TV,2008,2009,R,8.24,"['Miyano Mamoru', 'Nishigaki Yuka', 'Kamiya Hiroshi', 'Yoshino Hiroyuki', 'Jou Masako', 'Miki Shinichiro']",,
176,269,Eureka Seven,50,"['Bones', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Production Reed', 'Bandai Entertainment']",TV,2005,2006,PG-13,8.23,"['Nazuka Kaori', 'Sanpei Yuuko', 'Fujiwara Keiji', 'Neya Michiko']",,
177,272,Kimi ni Todoke 2nd Season,12,"['Production I.G', 'VAP', 'NIS America', 'Inc.', 'Nippon Television Network Corporation']",TV,2011,2011,PG-13,8.23,"['Noto Mamiko', 'Namikawa Daisuke', 'Nakamura Yuuichi', 'Sanpei Yuuko']",,
178,273,Nisemonogatari,11,"['Aniplex', 'Shaft', 'Kodansha', 'Rakuonsha', 'Aniplex of America']",TV,2012,2012,R,8.23,"['Kamiya Hiroshi', 'Sakamoto Maaya', 'Kitamura Eri', 'Iguchi Yuka']",,
179,274,Saiunkoku Monogatari 2nd Season (Tales of Saiunkoku),39,"['Madhouse', 'NHK', 'Sogo Vision']",TV,2007,2008,PG-13,8.23,"['Kuwashima Houko', 'Seki Tomokazu', 'Midorikawa Hikaru', 'Hiyama Nobuyuki']",,
180,276,Dennou Coil,26,"['Madhouse', 'NHK Enterprises', 'Tokuma Shoten']",TV,2007,2007,G,8.22,"['Kuwashima Houko', 'Park Romi', 'Orikasa Fumiko', 'Kojima Sachiko']",,
181,277,Durarara!!x2 Shou,12,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting', 'Movic', 'Aniplex of America', 'ASCII Media Works', 'Studio Shuka ']",TV,2015,2015,R,8.22,"['Kamiya Hiroshi', 'Ono Daisuke', 'Sawashiro Miyuki', 'Toyonaga Toshiyuki']",,
182,279,Gin no Saji (Silver Spoon),11,"['Aniplex', 'Dentsu', 'A-1 Pictures', 'Fuji TV', 'Aniplex of America']",TV,2013,2013,PG-13,8.22,"['Kimura Ryouhei', 'Miyake Marie', 'Sakurai Tooru', 'Takagaki Ayahi']",,
183,281,Hachimitsu to Clover (Honey and Clover),24,"['J.C.Staff', 'Nomad', 'Genco', 'Viz Media', 'Fuji TV']",TV,2005,2005,PG-13,8.22,"['Ueda Yuji', 'Honda Takako', 'Kamiya Hiroshi', 'Takahashi Mikako', 'Kudou Haruka']",,
184,282,Ore Monogatari!! (My Love Story!!),24,"['Madhouse', 'VAP', 'Sentai Filmworks', 'Nippon Television Network Corporation']",TV,2015,2015,PG-13,8.22,"['Eguchi Takuya', 'Katou Ren', 'Terasaki Yuka', 'Shimazaki Nobunaga', 'Han Megumi', 'Inoue Kikuko']",,
185,283,Prison School,12,"['J.C.Staff', 'Genco', 'FUNimation Entertainment', 'Kodansha', 'Movic', 'Warner Bros.', 'The Klock Worx', 'Showgate']",TV,2015,2015,R+,8.22,"['Konishi Katsuyuki', 'Kamiya Hiroshi', 'Namikawa Daisuke', 'Okitsu Kazuyuki']",,
186,284,Shoujo Kakumei Utena (Revolutionary Girl Utena),39,"['J.C.Staff', 'TV Tokyo', 'Right Stuf', 'Central Park Media']",TV,1997,1997,PG-13,8.22,"['Kawakami Tomoko', 'Fuchizaki Yuriko', 'Mitsuishi Kotono', 'Shiratori Yuri']",,
187,285,Space☆Dandy 2nd Season (Space Dandy 2nd Season),13,"['Bones', 'Bandai Visual', 'FUNimation Entertainment', 'flying DOG', 'Bandai Namco Games']",TV,2014,2014,PG-13,8.22,"['Suwabe Junichi', 'Yoshino Hiroyuki', 'Satake Uki', 'Yurin']",,
188,286,Stand By Me Doraemon,1,"['Shirogumi', 'Toho Company', 'Shin-Ei Animation', 'Robot']",Movie,2014,2014,PG,8.22,"['Mizuta Wasabi', 'Oohara Megumi', 'Tsumabuki Satoshi', 'Seki Tomokazu', 'Kakazu Yumi']",,
189,288,Tokyo Magnitude 8.0,11,"['Bones', 'Dentsu', 'Fuji TV', 'Toho Company', 'Kinema Citrus', 'Maiden Japan', 'Asmik Ace Entertainment', 'Sony Music Entertainment', 'Sakura Create']",TV,2009,2009,PG-13,8.22,"['Kobayashi Yumiko', 'Hanamura Satomi', 'Kaida Yuuko', 'Aono Takeshi']",,
190,289,Yowamushi Pedal,38,"['TMS Entertainment', 'Discotek', 'TOHO animation']",TV,2013,2014,PG-13,8.22,"['Yamashita Daiki', 'Fukushima Jun', 'Toriumi Kousuke', 'Morikubo Showtaro']",,
191,290,Zetsuen no Tempest (Blast of Tempest),24,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting', 'Aniplex of America', 'Yahoo! Japan']",TV,2012,2013,PG-13,8.22,"['Hanazawa Kana', 'Kuwashima Houko', 'Uchiyama Kouki', 'Sanpei Yuuko', 'Toyonaga Toshiyuki', 'Sawashiro Miyuki']",,
192,292,Black Lagoon,12,"['Madhouse', 'Geneon Universal Entertainment', 'FUNimation Entertainment']",TV,2006,2006,R,8.21,"['Toyoguchi Megumi', 'Namikawa Daisuke', 'Isobe Tsutomu', 'Hirata Hiroaki']",,
193,293,D.Gray-man,103,"['TV Tokyo', 'Aniplex', 'Dentsu', 'TMS Entertainment', 'FUNimation Entertainment', 'Half H.P Studio', 'Sony Music Entertainment', 'Studio Jack']",TV,2006,2008,PG-13,8.21,"['Kobayashi Sanae', 'Suzumura Kenichi', 'Sakurai Takahiro', 'Itou Shizuka']",,
194,294,Hyouka,22,"['Kyoto Animation', 'Lantis', 'Kadokawa Shoten', 'The Klock Worx', 'chara-ani.com', 'Animation Do']",TV,2012,2012,PG-13,8.21,"['Nakamura Yuuichi', 'Sato Satomi', 'Sakaguchi Daisuke', 'Kayano Ai']",,
195,295,Kodomo no Omocha (Kodocha),102,"['TV Tokyo', 'Studio Gallop', 'FUNimation Entertainment', 'NAS', 'Pony Canyon']",TV,1996,1998,PG-13,8.21,"['Oda Shizue', 'Nakazaki Tatsuya', 'Kino Hana', 'Misawa Mayumi']",,
196,296,Log Horizon,25,"['Satelight', 'NHK', 'NHK Enterprises', 'Sentai Filmworks']",TV,2013,2014,PG-13,8.21,"['Terashima Takuma', 'Katou Emiri', 'Nakata Jouji', 'Maeno Tomoaki']",,
197,299,Sekaiichi Hatsukoi,12,"['Studio Deen', 'Lantis']",TV,2011,2011,PG-13,8.21,"['Konishi Katsuyuki', 'Kondou Takashi', 'Okamoto Nobuhiko', 'Maeno Tomoaki']",,
198,300,Sekaiichi Hatsukoi OVA,2,['Studio Deen'],OVA,2011,2011,PG-13,8.21,"['Konishi Katsuyuki', 'Kondou Takashi', 'Nakamura Yuuichi', 'Tachibana Shinnosuke']",,
